"course_title","price","num_subscribers","num_reviews","num_lectures","content_duration","is_paid.f","level.f","subject.f"
"Mastering DevOps",100,1023,118,38,6,"True","Intermediate Level","Web Development"
"Building Websites Create a fully functional Web contact form",200,3392,29,19,1.5,"True","Beginner Level","Web Development"
"Create a Dynamic User Registration Form from scratch",100,7213,50,38,3,"True","Beginner Level","Web Development"
"A 13 Hour SQL Server 2014 /ASP.NET/CSS/C#/jQuery Course",35,4183,231,86,14,"True","Intermediate Level","Web Development"
"HTML Workshop",20,25854,306,17,2,"True","All Levels","Web Development"
"Python for Beginners: Python Programming Language | Tutorial",150,6153,125,84,5,"True","Beginner Level","Web Development"
"Creating Animations using HTML5 Canvas",25,4010,17,12,1,"True","All Levels","Web Development"
"Bootstrap 4: Exploring New Features",75,5022,38,13,1,"True","All Levels","Web Development"
"Bootstrap 3 -> Profitable WordPress Theme Development!",40,5547,80,40,3.5,"True","All Levels","Web Development"
"Intro to Git",20,2532,291,30,1,"True","Beginner Level","Web Development"
"WordPress Domination #2: Leads & Scarcity",95,2362,4,13,1,"True","Beginner Level","Web Development"
"Learn How to Manage & Customize  Web Sites By Drupal CMS",140,7741,9,36,2.5,"True","All Levels","Web Development"
"Using Modern JavaScript Today",50,1658,185,68,16.5,"True","Intermediate Level","Web Development"
"Up and Running with jQuery",0,3324,138,19,5,"False","All Levels","Web Development"
"Learn How To Build A Professional Web Site By Using Joomla",70,7184,22,29,4,"True","All Levels","Web Development"
"Power up HTML5 with JavaScript",100,4442,23,28,2,"True","Beginner Level","Web Development"
"Node Package Manager Course: Build and Publish NPM Modules",30,7196,8,38,6.5,"True","All Levels","Web Development"
"WordPress Look and Feel with Themes",25,2371,10,12,1,"True","Beginner Level","Web Development"
"PHP with Laravel for beginners - Become a Master in Laravel",150,8496,1838,308,29.5,"True","All Levels","Web Development"
"JavaScript 2017: Become Top Rated Web Developer",115,1346,330,32,3,"True","All Levels","Web Development"
"The Complete Web Developer Bootcamp - Beginner to Expert",190,14103,1548,197,21.5,"True","All Levels","Web Development"
"Full-Stack Web Apps with Meteor and React",85,3295,531,162,31.5,"True","All Levels","Web Development"
"Angular 4: From Theory to Practice & FREE E-Book",200,4375,622,129,15.5,"True","Intermediate Level","Web Development"
"The Complete Sass & SCSS Course: From Beginner to Advanced",195,12021,660,41,4,"True","All Levels","Web Development"
"Become a Certified Web Developer",100,26673,1090,185,12,"True","All Levels","Web Development"
"Become a Web Developer from Scratch",120,69186,2408,197,27.5,"True","All Levels","Web Development"
"Ultimate Angular 4 (previously Angular 2) with Bootstrap 4",50,11384,1846,80,5.5,"True","All Levels","Web Development"
"The Ultimate Beginner's Guide to Django",200,2390,497,82,9,"True","Beginner Level","Web Development"
"React JS - Mastering Redux",100,7059,116,58,5,"True","All Levels","Web Development"
"Professional Ruby on Rails Developer with Rails 5",200,3179,214,174,20.5,"True","All Levels","Web Development"
"Ruby on Rails 5 - BDD, RSpec and Capybara",200,1870,193,145,14.5,"True","All Levels","Web Development"
"Back to School Web Development and Programming Bundle",200,18170,117,779,44.5,"True","Beginner Level","Web Development"
"Complete ASP NET MVC Web Development - Newbie to Ninja!",195,6073,627,66,9,"True","All Levels","Web Development"
"The Complete DevOps Engineer Course 2.0 - Java & Kubernetes",195,5335,105,117,14,"True","All Levels","Web Development"
"All about NodeJS",50,8755,931,133,15.5,"True","All Levels","Web Development"
"How To Create A Wordpress Website 2016 | NEW Divi Theme 3.0!",40,4144,383,43,5.5,"True","Beginner Level","Web Development"
"The Complete jQuery Course - From Beginner to Professional!",200,6420,134,188,22.5,"True","All Levels","Web Development"
"Build a complete Fiverr clone with Node + Algolia + Paypal",30,1741,26,87,9,"True","All Levels","Web Development"
"The Ultimate Web Development Course",50,9881,329,136,12,"True","All Levels","Web Development"
"React From The Ground Up",150,3252,401,62,12.5,"True","All Levels","Web Development"
"Javascript for Beginners Learn by Doing Practical Exercises",100,5089,685,29,3.5,"True","All Levels","Web Development"
"8 Beautiful Ruby on Rails Apps in 30 Days & TDD - Immersive ",100,5962,466,132,16,"True","All Levels","Web Development"
"Wordpress Website Mastery 2017",0,5181,64,22,2.5,"False","Beginner Level","Web Development"
"How To Make an eCommerce Website With Wordpress 2017",0,3493,43,26,4.5,"False","Beginner Level","Web Development"
"Mastering ASP.NET MVC 5 From Scratch Using C#",50,417,65,109,13,"True","All Levels","Web Development"
"Start Web Development with GIS Map in JavaScript",60,1599,26,49,3,"True","All Levels","Web Development"
"Learn to Build Websites using Twitter Bootstrap",0,15134,523,12,2.5,"False","All Levels","Web Development"
"Web Development Tools the Pros Use: Code Productivity Hacks",30,2596,11,39,4,"True","Beginner Level","Web Development"
"WordPress : An Overview",45,1783,16,15,0.6,"True","Beginner Level","Web Development"
"Create Startup Landing Page with Viral Marketing Strategies",0,12974,120,13,1,"False","Beginner Level","Web Development"
"JavaScript : JavaScript Awesomeness",25,785,20,25,1,"True","Beginner Level","Web Development"
"Mastering CSS 3.0 Selectors",0,4115,63,13,2,"False","Intermediate Level","Web Development"
"WordPress Backup And Restore Fundamentals",0,13242,131,24,1,"False","Intermediate Level","Web Development"
"Learn HTML and CSS to make a Website",20,1154,12,71,6,"True","Beginner Level","Web Development"
"1 Hour HTML",200,16212,514,20,1,"True","Beginner Level","Web Development"
"Angular 2 Crash Course with TypeScript",100,16409,589,74,4,"True","All Levels","Web Development"
"Boost your website speed without any coding!",50,1337,28,12,1,"True","All Levels","Web Development"
"Professional Rails Code Along",40,1469,237,120,19,"True","Intermediate Level","Web Development"
"ASP.NET Web API 2 Hands-On",20,2660,276,16,1.5,"True","All Levels","Web Development"
"Create a MEAN App by Example - Full Stack Course",50,421,26,33,3.5,"True","Intermediate Level","Web Development"
"The Original Complete Web Developer Course.",20,31070,742,195,18,"True","Beginner Level","Web Development"
"Angular 2 From The Ground Up",30,1737,471,87,11.5,"True","All Levels","Web Development"
"Complete Web Development Course + Building 5 Websites!",200,11492,174,118,24.5,"True","All Levels","Web Development"
"WP Plugin Development - Build your own plugin!",200,5439,22,24,4,"True","Beginner Level","Web Development"
"Sass: From Beginner to Advanced",40,8059,231,39,2,"True","All Levels","Web Development"
"Build Flat Responsive Website from Scratch - Complete Course",35,12105,144,54,7.5,"True","All Levels","Web Development"
"Wordpress for Beginners - Build a Live Website from Scratch",20,3877,92,15,1.5,"True","Beginner Level","Web Development"
"Essential JavaScript, jQuery and AngularJS Training",30,2919,136,70,7,"True","Intermediate Level","Web Development"
"The Pro Ruby on Rails Starter",45,2409,90,19,2.5,"True","Beginner Level","Web Development"
"Unit Testing AngularJS: Build Bugfree Apps That Always Work!",25,2083,213,23,2.5,"True","All Levels","Web Development"
"WordPress Blog : Create a WordPress Website for Beginners",20,2076,8,20,2,"True","Beginner Level","Web Development"
"Introduction to HTML5 Canvas basics of drawing",200,2918,16,17,1,"True","Beginner Level","Web Development"
"Thoughtful Web Development Course: HTML, Vue.js, PHP, MySQL",200,842,144,536,25,"True","All Levels","Web Development"
"Kids Coding - Beginners CSS",100,7130,30,17,1,"True","All Levels","Web Development"
"PHP & MySQL - Learn The Easy Way. Master PHP & MySQL Quickly",50,5549,92,143,15.5,"True","All Levels","Web Development"
"Learning Path: Magento: Master and Test Magento 2 with Ease",200,155,9,37,6,"True","Expert Level","Web Development"
"The Complete hapiJS Course - Go From Beginner To Advanced!",195,1697,64,54,6,"True","All Levels","Web Development"
"Ruby On Rails For Web Development",195,2526,185,24,5,"True","Beginner Level","Web Development"
"Create eye-catching WordPress website from scratch",30,2342,15,19,4.5,"True","Beginner Level","Web Development"
"Become A Web Developer And Seller - Build Websites With HTML",200,21730,61,35,2.5,"True","Beginner Level","Web Development"
"WordPress Tips and Tricks",200,1117,10,37,2.5,"True","Intermediate Level","Web Development"
"HTML Tutorials : HTML Code for Website Creating",20,2401,15,27,3,"True","All Levels","Web Development"
"Complete HTML5 and CSS3 Course +1 Start to Finish Project",200,3887,81,94,8.5,"True","All Levels","Web Development"
"Web Development With HTML CSS BOOTSTRAP JQUERY for Beginners",35,1156,4,59,5,"True","Beginner Level","Web Development"
"HTML5 Specialist: Comprehensive HTML5 Training",100,1385,188,83,5,"True","All Levels","Web Development"
"CSS and CSS3 For Absolute Beginners",75,10890,212,33,5,"True","Beginner Level","Web Development"
"Build a Complete JQuery Plugin (Image Pop-up Dialog)",20,1126,10,12,1,"True","All Levels","Web Development"
"How to create HTML Forms",30,3652,60,7,0.666666666666667,"True","Beginner Level","Web Development"
"ReactJS and Flux: Learn By Building 10 Projects",60,1723,258,60,11,"True","All Levels","Web Development"
"How To Make A Business Website In 1 Day With Wix FAST & EASY",20,3759,24,25,4,"True","Beginner Level","Web Development"
"PHP Date and Time Course by Edwin Diaz",40,1653,53,14,1.5,"True","All Levels","Web Development"
"Start Your Own Forum Website in 15 Minutes ",40,5387,38,15,1,"True","All Levels","Web Development"
"Hit the ground running with AngularJS with Dion Yang",100,4563,49,13,1.5,"True","All Levels","Web Development"
"Learn CSS Transition and Animation ",100,3757,28,20,1,"True","All Levels","Web Development"
"Learn JavaScript from scratch",20,4193,92,44,2.5,"True","Beginner Level","Web Development"
"WordPress for Beginners - Tutorial - From Novice to Know-How",20,3694,48,39,4,"True","Beginner Level","Web Development"
"RESTful API with Laravel",45,1905,228,57,6,"True","All Levels","Web Development"
"Learn Ruby on Rails for Absolute Beginners",195,2875,20,36,4.5,"True","All Levels","Web Development"
"JavaScript Tutorial",180,613,93,37,4.5,"True","All Levels","Web Development"
"Shopping Cart Website from Scratch Ecommerce",200,633,39,54,4,"True","Beginner Level","Web Development"
"Learn By Example: Angular JS",50,1515,32,60,7,"True","All Levels","Web Development"
"The Complete front end web developer Bootcamp - 14 projects",200,900,129,126,18.5,"True","All Levels","Web Development"
"WordPress LMS: E-Learning Website Made Easy",20,2382,22,16,1.5,"True","All Levels","Web Development"
"Create An HTML5 Video Player From Scratch",0,32260,1005,12,1.5,"False","Beginner Level","Web Development"
"In Depth Web Development Made Easy",25,3249,27,60,6.5,"True","All Levels","Web Development"
"Jquery :basics for beginners",50,1274,34,15,0.666666666666667,"True","All Levels","Web Development"
"Web Development By Doing: HTML / CSS From Scratch",0,72932,2575,21,1,"False","Beginner Level","Web Development"
"Build Your First Website in 1 Week with HTML5 and CSS3",0,120291,5924,30,3,"False","Beginner Level","Web Development"
"ASP.NET Core MVC, Quick and Practical",20,387,5,30,2.5,"True","Intermediate Level","Web Development"
"Better way towards CSS using Less and Sass",20,2227,44,26,1.5,"True","All Levels","Web Development"
"JavaScript Complete for beginners with real world Apps",120,2652,33,40,3.5,"True","All Levels","Web Development"
"Creating a Responsive HTML Email",20,2520,183,34,1.5,"True","All Levels","Web Development"
"Angular 2 Demystified",20,3150,69,49,3.5,"True","All Levels","Web Development"
"Learn HTML Fast and Easy!",20,4011,24,17,1.5,"True","Beginner Level","Web Development"
"How To Setup a Micro-Blog in 3 Easy Steps",25,6937,22,7,1,"True","All Levels","Web Development"
"Ruby on Rails for Complete Beginners",35,4839,129,84,4,"True","Beginner Level","Web Development"
"Wordpress for Non-Technical People",150,2346,10,65,4.5,"True","Beginner Level","Web Development"
"ASP NET CORE - ANGULAR 2 E-Commerce App",200,897,129,171,13,"True","All Levels","Web Development"
"Introductory JavaScript Made Easy Training Tutorial",20,9381,138,131,11,"True","Beginner Level","Web Development"
"Become a Heroku Rails Ninja: Expert Level Deployment Tools",50,7090,52,30,8.5,"True","Intermediate Level","Web Development"
"Complete RESPONSIVE Website Design with HTML5 & CSS3",20,2204,6,97,9,"True","Beginner Level","Web Development"
"Pimcore Developer: Implement a Blog from a Bootstrap Theme",95,1212,15,39,4.5,"True","All Levels","Web Development"
"Inspirational Web Development - A Beginner Approach -",20,5328,47,28,3.5,"True","Beginner Level","Web Development"
"Learn HTML, A practical guide from scratch to HTML 5",100,5715,52,31,3,"True","All Levels","Web Development"
"JavaScript Tutorial: Learn JavaScript Code for Beginners",20,2074,14,22,1.5,"True","Beginner Level","Web Development"
"Website Secrets: Get a Gorgeous Website on the Cheap",50,12328,15,32,2,"True","All Levels","Web Development"
"Ultimate WordPress Plugin Course",100,4537,415,49,9,"True","All Levels","Web Development"
"PHP for Beginners: How to Build an E-Commerce Store",100,5117,463,138,14.5,"True","All Levels","Web Development"
"Build Realtime Apps | React Js, Golang & RethinkDB",60,3854,482,48,3,"True","All Levels","Web Development"
"Master Electron: Desktop Apps using HTML, JavaScript & CSS",165,1902,224,47,5.5,"True","Intermediate Level","Web Development"
"The Complete Web Developer Masterclass: Beginner To Advanced",195,37141,1813,316,51,"True","All Levels","Web Development"
"Mastering Micro Services Using Java Spring Boot",195,1649,34,25,2,"True","All Levels","Web Development"
"How to Create A Website: An HTML Tutorial and CSS Tutorial",65,3012,260,330,32.5,"True","All Levels","Web Development"
"The Advanced Web Developer Course",100,6890,99,90,10.5,"True","Intermediate Level","Web Development"
"Projects in MongoDB - Learn MongoDB Building Projects",50,4628,247,93,12,"True","All Levels","Web Development"
"Learning JavaScript Programming Tutorial. A Definitive Guide",50,17113,380,93,9.5,"True","All Levels","Web Development"
"The Complete JavaScript, HTML and CSS Tutorial For Beginners",35,244,44,21,3,"True","Beginner Level","Web Development"
"Build Modern Responsive Website With HTML5, CSS3 & Bootstrap",195,1472,210,110,13,"True","All Levels","Web Development"
"The Complete JavaScript Course For Web Development Beginners",195,31499,450,46,4,"True","All Levels","Web Development"
"Email Marketing: Send Unlimited Emails via Own Mail Server",35,3539,43,20,1,"True","Beginner Level","Web Development"
"Getting started with JavaScript",200,1415,17,23,1.5,"True","Beginner Level","Web Development"
"Learn the basics of the Web development: Coding Tactics",40,2965,17,30,2,"True","Beginner Level","Web Development"
"RESTful API with Laravel 5.4: Definitive Guide",145,655,95,195,12.5,"True","All Levels","Web Development"
"Learn AngularJS Step By Step",20,18777,1112,21,1.5,"True","Intermediate Level","Web Development"
"Learn React : The World's Most Lucrative JavaScript Library",50,1591,99,74,9.5,"True","Beginner Level","Web Development"
"Master Regular Expressions from scratch - All languages",70,1925,27,38,2,"True","All Levels","Web Development"
"Try AngularJS: Beginner's Guide to Front End Web Development",50,16926,126,33,4.5,"True","Beginner Level","Web Development"
"JavaScript Step by Step how to apply it to your web pages",100,13406,78,44,1.5,"True","All Levels","Web Development"
"Explore JavaScript Beginners Guide to Coding JavaScript",200,5739,26,29,2.5,"True","Beginner Level","Web Development"
"Learn Web Scraping with Node.js",75,16731,137,10,1,"True","All Levels","Web Development"
"Getting Started with WordPress 2016",20,1613,21,20,1,"True","Beginner Level","Web Development"
"Learn HTML5 Programming From Scratch",0,268923,8629,45,10.5,"False","All Levels","Web Development"
"Getting Started with LESS - Beginner Crash Course",25,1780,69,21,1.5,"True","Beginner Level","Web Development"
"Master ECMAScript 2015 (ES6)",0,7438,441,37,2.5,"False","All Levels","Web Development"
"Learn to Setup Websites from Scratch",0,21087,154,24,3.5,"False","Beginner Level","Web Development"
"Create Fast RESTful APIs with Lumen and Homestead by Laravel",60,1157,105,31,3,"True","All Levels","Web Development"
"Build Modern Websites Quick With HTML,CSS and Bootstrap",20,912,17,48,4.5,"True","Beginner Level","Web Development"
"Twitter Integration customize Tweets with developer API",115,2039,7,19,1,"True","All Levels","Web Development"
"Build a Responsive Website with a Modern Flat Design",0,16527,354,17,2,"False","All Levels","Web Development"
"The Ultimate WordPress Boot Camp: Build 7 Websites",125,1000,74,140,11,"True","Intermediate Level","Web Development"
"Master the Basics of HTML5 & CSS3: Beginner Web Development",0,26541,750,38,3,"False","Beginner Level","Web Development"
"Become A Full Stack Web Developer in 14 Days",195,467,20,126,13.5,"True","All Levels","Web Development"
"Projects In ReactJS - The Complete React Learning Course",50,947,108,56,8,"True","Intermediate Level","Web Development"
"Beginning Web development Learn the basics of HTML",95,9832,71,59,2,"True","Beginner Level","Web Development"
"Step by Step Build Your Template by Bootstrap 4 from scratch",80,2184,15,24,3,"True","Beginner Level","Web Development"
"Hosting your static website on Amazon AWS S3 service",20,2853,47,16,1.5,"True","Beginner Level","Web Development"
"JavaScript Rockstar How to create Incredible Useful code",75,16590,51,27,2.5,"True","All Levels","Web Development"
"Spring Core DevOps on AWS",100,1626,115,78,6.5,"True","Intermediate Level","Web Development"
"How to Create a Website Without Coding - WordPress 2016",195,9056,96,31,1.5,"True","Beginner Level","Web Development"
"PHP Graphic Techniques: CAPTCHA/ Create a verification code",20,8320,73,11,0.716666666666667,"True","All Levels","Web Development"
"Introductory To HTML and CSS",50,4106,112,15,1,"True","Beginner Level","Web Development"
"Learn how to convert PSD to HTML and CSS responsive",30,5324,52,14,2.5,"True","All Levels","Web Development"
"PHP User Login Registration Script With All Features",200,5603,46,47,4,"True","All Levels","Web Development"
"AJAX : Let's build a COOL project",70,4183,292,38,3.5,"True","All Levels","Web Development"
"Advanced WordPress Topics: Post Types Taxonomies & Metaboxes",95,301,44,91,7.5,"True","Intermediate Level","Web Development"
"Laravel Homestead",0,3883,110,9,1,"False","Beginner Level","Web Development"
"The Complete TypeScript Programming Guide for Web Developers",40,236,31,35,4,"True","Intermediate Level","Web Development"
"JavaScript with BackboneJS and Bootstrap CSS - Advanced",25,1758,37,16,3.5,"True","Intermediate Level","Web Development"
"Ruby on Rails Tutorial: Learn 6 Ruby on Rails SEO Techniques",200,1266,16,21,2,"True","All Levels","Web Development"
"XML DOM :basics for beginners",35,920,1,7,0.7,"True","All Levels","Web Development"
"Learn HTML Basics From Scratch",0,5004,52,21,3,"False","All Levels","Web Development"
"Byte-Sized-Chunks: Dynamic Prototypes in Javascript",20,880,6,24,3,"True","All Levels","Web Development"
"Build Websites from Scratch with Squarespace",50,342,53,60,3.5,"True","Beginner Level","Web Development"
"Introduction to web programming for GIS applications",100,205,38,97,13.5,"True","Beginner Level","Web Development"
"Java Spring Security",40,527,63,11,2.5,"True","Intermediate Level","Web Development"
"Responsive Html5 Theme Development",20,1517,4,12,1,"True","All Levels","Web Development"
"What’s New in Bootstrap 4",20,130,14,20,0.616666666666667,"True","All Levels","Web Development"
"ReactJS Course: Learn JavaScript Library Used by Facebook&IG",50,1018,33,41,3,"True","Intermediate Level","Web Development"
"Building a Ruby on Rails Application with Neo4j",0,4830,38,7,0.533333333333333,"False","Intermediate Level","Web Development"
"Sara Learns to Code.  Making an App from Scratch",60,402,20,35,4,"True","Beginner Level","Web Development"
"Ajax  for Beginners: A Very Basic Introduction",65,755,5,18,2,"True","Beginner Level","Web Development"
"Wordpress Essentials: Useful Plugins",25,1087,7,24,1,"True","Beginner Level","Web Development"
"Django by Example",125,170,21,78,9,"True","Expert Level","Web Development"
"Build A Great Wordpress Website For Your Business in 2 Hours",35,1054,4,26,2,"True","All Levels","Web Development"
"Wordpress on AWS: The Easy way to AWS for Free Fast hosting ",40,245,23,36,1,"True","All Levels","Web Development"
"Mastering TypeScript",95,353,34,41,3,"True","Expert Level","Web Development"
"Mastering AngularJS UI Development",95,464,26,22,1.5,"True","Expert Level","Web Development"
"Custom Theme Creation for WordPress using HTML5 and CSS3",35,298,20,24,1.5,"True","Beginner Level","Web Development"
"Create a PHP Contact Form in Bootstrap",20,2238,65,12,1,"True","All Levels","Web Development"
"Introduction To Data Analytics Using Microsoft Power BI",45,1764,33,16,1.5,"True","All Levels","Web Development"
"HTML Made Simple For Beginners: Create a One Page Website",65,3380,50,16,2,"True","Beginner Level","Web Development"
"The Complete Web Developer Masterclass: Beginner To Advanced",20,1030,11,30,2.5,"True","All Levels","Web Development"
"Website Builder Software Previews",25,1406,12,20,1,"True","Beginner Level","Web Development"
"Learn How to Create Your Own Social Network",50,4732,5,14,2,"True","All Levels","Web Development"
"Learn By Example: The Foundations of HTML, CSS & Javascript",50,1724,72,94,13,"True","All Levels","Web Development"
"JavaScript manipulation of the DOM Document Object Model",20,1618,46,20,1.5,"True","Beginner Level","Web Development"
"Create Jekyll blog and host it on Github like a Ninja",20,5056,74,11,2,"True","Beginner Level","Web Development"
"Learn React JS from scratch",115,1562,42,34,4,"True","Beginner Level","Web Development"
"Web Security: Common Vulnerabilities And Their Mitigation",50,1547,30,56,8,"True","All Levels","Web Development"
"PHP for Beginners",40,2626,95,135,6,"True","Beginner Level","Web Development"
"Make a professional website - 30 Day Guarantee. Discounted!",20,11167,34,13,2,"True","All Levels","Web Development"
"Symfony 3: Build a PHP Application with Symfony",20,466,11,25,2,"True","All Levels","Web Development"
"Learn ASP.Net Web API 2 for Absolute Beginner",30,1355,14,29,3.5,"True","All Levels","Web Development"
"Build a Website in 30 Minutes",95,5065,40,12,0.533333333333333,"True","Beginner Level","Web Development"
"Google Blogger : How to Create a Blog",20,1763,17,30,2,"True","Beginner Level","Web Development"
"How to Make a Website Without Coding- WordPress & Web Skills",30,6413,107,123,9,"True","All Levels","Web Development"
"Learn WCF And Web APIs From Scratch",50,5398,358,83,10.5,"True","Intermediate Level","Web Development"
"How To Build A Website From Scratch + Blogging Blueprint",20,7017,37,28,3.5,"True","All Levels","Web Development"
"Learn To Create Different Website Layouts & Media Queries ",195,6510,45,22,2,"True","All Levels","Web Development"
"Build Sign Up and Login Forms With Bootstrap Modal",20,1898,19,31,4,"True","All Levels","Web Development"
"Build a Real Time web app in node.js , Angular.js, mongoDB",20,3299,166,34,4,"True","All Levels","Web Development"
"Superb jQuery Course - Become Certified jQuery Developer",95,817,6,32,1.5,"True","All Levels","Web Development"
"How To Build A Facebook Messenger Chat Bot From Scratch",120,1798,20,24,1.5,"True","Beginner Level","Web Development"
"Build Your Own Calculator App with Javascript, HTML5 & CSS",50,3688,49,11,1,"True","All Levels","Web Development"
"The Complete WordPress Development & Customization Course",100,1611,165,157,12.5,"True","Expert Level","Web Development"
"HTML CSS Easy steps to create a web template from scratch",200,11574,78,15,1,"True","Beginner Level","Web Development"
"Learn jQuery AJAX in 1 hour",195,2547,62,18,1,"True","Intermediate Level","Web Development"
"Develop Competitive Plugins for WordPress and WooCommerce",150,2063,18,12,1,"True","All Levels","Web Development"
"Get Results - Core Principles of Web Development Tricks Tips",75,22355,54,26,1.5,"True","All Levels","Web Development"
"JSON Faster Sleeker & Easier Discover the benefits learn it",200,8577,69,31,1.5,"True","All Levels","Web Development"
"Get to know HTML Learn HTML Basics",200,10674,102,26,2,"True","Beginner Level","Web Development"
"Ultimate Css & JQuery Form Designing From Beginner to Expert",115,783,5,13,1,"True","All Levels","Web Development"
"PHP: Complete Registration and Login with Email Verification",20,12781,145,22,2.5,"True","All Levels","Web Development"
"JavaScript from Beginner to Expert",125,5484,439,92,12.5,"True","All Levels","Web Development"
"Build a website HTML5 CSS3 Beginner Course",150,7884,44,28,2,"True","Beginner Level","Web Development"
"Learn Ruby on Rails: Stripe Payment Processing",40,15724,33,29,1.5,"True","All Levels","Web Development"
"WordPress For Beginners | No Coding Required",20,3106,31,13,1,"True","All Levels","Web Development"
"jQuery For Beginners : A Basic Introduction",65,6293,165,8,1,"True","Beginner Level","Web Development"
"WordPress Plugins and Widgets",40,8711,29,12,1,"True","Beginner Level","Web Development"
"PHP Essential How to create build Amazing websites with PHP",75,8067,30,44,3.5,"True","Beginner Level","Web Development"
"HTML CSS JavaScript: Most popular ways to code HTML CSS JS",170,9332,172,33,3.5,"True","All Levels","Web Development"
"Bootstrap 3 Beginners: Create a Professional Landing Page",20,3271,278,54,2.5,"True","Beginner Level","Web Development"
"Introduction to Node.js for Beginners",125,1367,17,58,6,"True","Beginner Level","Web Development"
"Introduction to Coding with Ruby",45,5077,126,66,3.5,"True","Beginner Level","Web Development"
"Complete PHP and MySql Course: From Beginner to Professional",200,6508,137,90,6.5,"True","All Levels","Web Development"
"Angular JS Essentials",195,4687,99,24,4,"True","Beginner Level","Web Development"
"How To Setup Web Hosting",0,11758,242,8,1,"False","Beginner Level","Web Development"
"Web Application Development using Redis, Express, and Socket",200,300,16,66,6,"True","Beginner Level","Web Development"
"How to Start a WordPress Blog - Complete Beginners Guide!",0,3784,85,32,2,"False","Beginner Level","Web Development"
"CSS3 Gradients for Web Designers",20,1209,9,21,1.5,"True","All Levels","Web Development"
"Learn ASP NET MVC 5 step by step",20,1428,91,32,3,"True","Intermediate Level","Web Development"
"Tumult Hype Pro Basics: HTML5 Animations Made Easier",50,716,32,57,4,"True","Beginner Level","Web Development"
"Web Hosting Set Up and WordPress Installation For Beginners",0,12563,239,11,0.566666666666667,"False","Beginner Level","Web Development"
"Ruby on Rails 4---A Test-Driven Approach",100,1518,55,122,19,"True","Beginner Level","Web Development"
"AJAX :basics for beginners",35,1241,23,9,0.566666666666667,"True","All Levels","Web Development"
"Let's JavaScript!  Code a calculator",35,380,10,30,2,"True","Beginner Level","Web Development"
"JavaScript from Beginner to Advanced",195,395,18,57,17,"True","All Levels","Web Development"
"WordPress Theme Academy with Bootstrap",20,1169,110,64,7.5,"True","Intermediate Level","Web Development"
"Building a eCommerce Startup in 4 Hours [Livestream]",50,1114,8,23,3,"True","Beginner Level","Web Development"
"Responsive PHP Registration Form: From Scratch",95,5738,9,35,4,"True","All Levels","Web Development"
"A-Frame WebVR Programming Tutorial Series (Virtual Reality)",40,6648,16,22,1.5,"True","Beginner Level","Web Development"
"Learn Bootstrap And Make Responsive Websites",25,1605,10,32,3.5,"True","All Levels","Web Development"
"HTML Web Development Crash Course",20,4848,33,17,1.5,"True","Beginner Level","Web Development"
"Bootstrap Basics: Program Responsive Websites",75,4743,393,28,3,"True","All Levels","Web Development"
"Projects with JSON and APIs",20,1520,34,23,2,"True","All Levels","Web Development"
"Web Design HTML CSS How to Create a Website from Scratch",50,3601,28,22,2,"True","Beginner Level","Web Development"
"Create Complete Sign up System using PHP, jQuery and Ajax",200,4033,40,25,3,"True","All Levels","Web Development"
"Adobe Flash for Beginners - Build Flash Website From Scratch",200,17071,17,15,1.5,"True","All Levels","Web Development"
"Learn Complete WordPress for Building a Professional Sites",80,13708,92,62,9,"True","All Levels","Web Development"
"Devtools 2017: Beginner to Expert w/ Chrome Developer Tools",125,430,54,39,2.5,"True","All Levels","Web Development"
"Bootstrap Essential Training - Create Your Very Own Website",20,2643,34,83,9,"True","All Levels","Web Development"
"Angular 2 Jump Start With Typescript",20,1731,90,74,4,"True","All Levels","Web Development"
"Learn Plugin Development in WordPress By Building  Projects",60,1313,121,62,11,"True","All Levels","Web Development"
"Build Your Startup with No Coding (Design, Develop & Ship)",30,775,245,82,8,"True","All Levels","Web Development"
"The Web Developers Guide: Learn HTML & CSS Fundamentals",20,2243,27,97,7,"True","All Levels","Web Development"
"Learn PHP Programming for Absolute Beginners - Lite",20,2749,62,7,0.683333333333333,"True","All Levels","Web Development"
"Learn Drupal 8 - With a Live Project",55,2012,15,59,3.5,"True","All Levels","Web Development"
"Supreme NodeJS Course - For Beginners",200,1080,37,76,3.5,"True","All Levels","Web Development"
"CSS3 for beginners",195,3831,15,25,1.5,"True","Beginner Level","Web Development"
"Javascript for beginners",75,2071,57,14,1.5,"True","Beginner Level","Web Development"
"Become a Bootstrap Expert: Build 20 Layouts!",35,2755,57,179,17.5,"True","All Levels","Web Development"
"PHP : Learn to upload files to Amazon S3 and use CloudFront",50,1216,36,28,3,"True","All Levels","Web Development"
"PHP MySQL: Learn PHP MySQL with Project",20,2314,77,25,2,"True","All Levels","Web Development"
"How to Set Up a Self-Hosted Wordpress Website in 30 Minutes",0,8770,261,13,0.533333333333333,"False","Beginner Level","Web Development"
"Projects in Django and Python",60,1764,53,28,6.5,"True","All Levels","Web Development"
"Create, Update and Manage Your Own Website Using Drupal 7",120,2837,68,49,7,"True","All Levels","Web Development"
"Learn HTML - The programming language to build a webpage!",25,1655,39,19,1,"True","Beginner Level","Web Development"
"Learn To Program JavaScript (in ten easy steps)",75,2721,96,44,5.5,"True","Beginner Level","Web Development"
"Bootstrap :basics for beginners",40,1152,20,14,1,"True","All Levels","Web Development"
