"Name","Rating","Tags","Difficulty.f"
"Desarrollo de aplicaciones avanzadas con Android","4.8","['Computer Science', 'Mobile and Web Development']","None"
"Gestão de Riscos e de Mudanças em Projetos","4.9","['Business', 'Leadership and Management']","None"
"Mandarin Chinese for Intermediate Learners: Capstone Project","None","['Language Learning', 'Other Languages']","Intermediate Level"
"Design and Analyze Secure Networked Systems","3.8","['Computer Science', 'Computer Security and Networks']","Intermediate Level"
"Applications in Engineering Mechanics","4.8","['Physical Science and Engineering', 'Mechanical Engineering']","None"
"Cannabis, Mental Health, and Brain Disorders","4.7","['Health', 'Public Health']","Beginner Level"
"Tesoros de la Física y sus Descubridores I","4.8","['Physical Science and Engineering', 'Physics and Astronomy']","Beginner Level"
"Desarrollo de Aplicaciones iOS - Proyecto Final","4.7","['Computer Science', 'Mobile and Web Development']","None"
"Clinical Data Models and Data Quality Assessments","4.3","['Data Science', 'Data Analysis']","Intermediate Level"
"Career Options: Exploring a New Career","3.8","['Personal Development', 'Personal Development']","Beginner Level"
"Introduction to Enumerative Combinatorics","4.6","['Math and Logic', 'Math and Logic']","Intermediate Level"
"Inove na gestão de equipes e negócios: O crescimento da empresa","4.8","['Business', 'Leadership and Management']","Beginner Level"
"Innovation & Entrepreneurship - From Design Thinking to Funding","4.6","['Business', 'Entrepreneurship']","Intermediate Level"
"Astro 101: Black Holes","4.8","['Physical Science and Engineering', 'Physics and Astronomy']","Beginner Level"
"Data Wrangling, Analysis and AB Testing with SQL","4.3","['Data Science', 'Data Analysis']","Intermediate Level"
"Desarrollo rápido de productos innovadores para mercados emergentes","4.7","['Business', 'Entrepreneurship']","None"
"Java Programming: Arrays, Lists, and Structured Data","4.7","['Computer Science', 'Software Development']","Beginner Level"
"On Strategy : What Managers Can Learn from Philosophy - PART 1","4.7","['Business', 'Leadership and Management']","None"
"System Validation: Automata and behavioural equivalences","4.2","['Computer Science', 'Design and Product']","Intermediate Level"
"Teach English Now! Foundational Principles","4.9","['Social Sciences', 'Education']","None"
"Google Cloud Platform Big Data and Machine Learning Fundamentals en Español","4.7","['Data Science', 'Machine Learning']","Intermediate Level"
"Conceitos Básicos de Logística e Supply Chain","4.8","['Business', 'Leadership and Management']","Beginner Level"
"Financial Accounting: Advanced Topics","4.7","['Business', 'Finance']","None"
"Getting Started with Google Kubernetes Engine","4.6","['Information Technology', 'Cloud Computing']","Intermediate Level"
"Writing your World: Finding yourself in the academic space","4.8","['Language Learning', 'Learning English']","Beginner Level"
"Introducción a la guitarra","4.8","['Arts and Humanities', 'Music and Art']","None"
"Cannabis, Chronic Pain, and Related Disorders","4.8","['Health', 'Public Health']","Beginner Level"
"Ready, Set, Future! Introduction to Futures Thinking","4.8","['Business', 'Business Essentials']","Beginner Level"
"Интернет-предпринимательство","4.6","['Business', 'Entrepreneurship']","Beginner Level"
"Securing and Integrating Components of your Application 日本語版","4.3","['Computer Science', 'Software Development']","Intermediate Level"
"Wireless Communications for Everybody","4.6","['Physical Science and Engineering', 'Electrical Engineering']","Beginner Level"
"Finanzas personales","4.7","['Business', 'Finance']","None"
"Accounting Analysis I: Measurement and Disclosure of Assets","4.8","['Business', 'Business Essentials']","Intermediate Level"
"Game Design Document: Define the Art & Concepts","4.5","['Arts and Humanities', 'Music and Art']","Intermediate Level"
"L'impact investing : comprendre les fondamentaux","4.6","['Business', 'Entrepreneurship']","None"
"Введение в Биоинформатику: Метагеномика (Introduction to Bioinformatics: Metagenomics)","4.8","['Health', 'Health Informatics']","Beginner Level"
"Cómo entrenar a tus electrones 1: Fundamentos de la electrónica analógica","4.5","['Physical Science and Engineering', 'Electrical Engineering']","Intermediate Level"
"Health and healthcare in transition: dilemmas of governance","None","['Health', 'Public Health']","Beginner Level"
"Sustainable Tourism – promoting environmental public health","4.7","['Health', 'Basic Science']","Beginner Level"
"Religions and Society in China","4.5","['Arts and Humanities', 'History']","Beginner Level"
"Aboriginal Worldviews and Education","4.7","['Social Sciences', 'Education']","None"
"MOS Transistors","4.6","['Physical Science and Engineering', 'Electrical Engineering']","None"
"Calculus: Single Variable Part 4 - Applications","4.9","['Math and Logic', 'Math and Logic']","None"
"Managing Employee Compensation","4.7","['Business', 'Business Essentials']","None"
"Architecting Smart IoT Devices","4.3","['Computer Science', 'Computer Security and Networks']","Intermediate Level"
"Geodesign: Change Your World","4.8","['Physical Science and Engineering', 'Environmental Science and Sustainability']","Beginner Level"
"Google Cloud Platform Big Data and Machine Learning Fundamentals en Français","4.7","['Data Science', 'Machine Learning']","Intermediate Level"
"Predictive Modeling and Machine Learning with MATLAB","None","['Data Science', 'Machine Learning']","Intermediate Level"
"Foundations of Virtual Instruction","4.1","['Social Sciences', 'Education']","None"
"Conversations That Inspire: Coaching Learning, Leadership and Change","4.7","['Business', 'Leadership and Management']","None"
"Comment rédiger et publier un article scientifique (Enseignement par projet)","4.5","['Social Sciences', 'Education']","Intermediate Level"
"Doping : Sports, Organizations and Sciences","4.6","['Social Sciences', 'Governance and Society']","None"
"Transgender Medicine for General Medical Providers","4.6","['Health', 'Patient Care']","None"
"Applying Data Analytics in Marketing","4.4","['Business', 'Leadership and Management']","Intermediate Level"
"Applied Machine Learning in Python","4.6","['Data Science', 'Data Analysis']","Intermediate Level"
"Introduction to Clinical Data Science","4.6","['Data Science', 'Data Analysis']","Intermediate Level"
"Enterprise System Management and Security","4.6","['Information Technology', 'Security']","Beginner Level"
"Medical Emergencies: CPR, Toxicology, and Wilderness","4.8","['Health', 'Patient Care']","Beginner Level"
"Robotics: Capstone","4.6","['Physical Science and Engineering', 'Mechanical Engineering']","None"
"Многопоточность и сетевое взаимодействие в Android","3.7","['Computer Science', 'Mobile and Web Development']","Intermediate Level"
"Diagnosing Health Behaviors for Global Health Programs","4.8","['Health', 'Public Health']","Beginner Level"
"Deploying Machine Learning Models","3.9","['Data Science', 'Data Analysis']","None"
"The French Revolution","4.8","['Arts and Humanities', 'History']","Beginner Level"
"Éléments de Géomatique","4.7","['Math and Logic', 'Math and Logic']","Intermediate Level"
"Introducción a la Geotermia","4.9","['Physical Science and Engineering', 'Environmental Science and Sustainability']","Beginner Level"
"Умная аналитика в управлении образованием","None","['Social Sciences', 'Education']","Intermediate Level"
"Planning: Principled, Proposing, Proofing, and Practicing to a Success Plan","4","['Business', 'Entrepreneurship']","None"
"Probability and Statistics: To p or not to p?","4.6","['Data Science', 'Probability and Statistics']","Beginner Level"
"Mathematical Thinking in Computer Science","4.5","['Computer Science', 'Algorithms']","Beginner Level"
"Econometria Básica Aplicada","4.4","['Social Sciences', 'Economics']","Intermediate Level"
"Mobile VR App Development with Unity","3.7","['Computer Science', 'Mobile and Web Development']","Intermediate Level"
"3D Printing Hardware","4.2","['Business', 'Entrepreneurship']","None"
"Supply Chain Principles","4.6","['Business', 'Business Essentials']","None"
"Ensino Híbrido: Personalização e Tecnologia na Educação","4.9","['Social Sciences', 'Education']","Beginner Level"
"Innovation & Entrepreneurship - From Basics to Open Innovation","4.5","['Business', 'Entrepreneurship']","Intermediate Level"
"Excel/VBA for Creative Problem Solving, Part 2","4.9","['Computer Science', 'Algorithms']","Intermediate Level"
"Читаем русскую классику вместе.  М. Булгаков «Мастер и Маргарита»","4.5","['Language Learning', 'Other Languages']","None"
"Business Statistics and Analysis Capstone","4.7","['Data Science', 'Data Analysis']","None"
"Business of Games and Entrepreneurship","4.4","['Business', 'Business Strategy']","None"
"Практики работы с данными средствами Power Query и Power Pivot","4.9","['Business', 'Business Essentials']","Advanced Level"
"Architecting with Google Kubernetes Engine: Foundations","4.7","['Computer Science', 'Software Development']","Intermediate Level"
"Innovative Finance: Hacking finance to change the world","4.7","['Business', 'Finance']","Beginner Level"
"Wind resources for renewable energies","4","['Physical Science and Engineering', 'Environmental Science and Sustainability']","Intermediate Level"
"Введение в геологию полезных ископаемых","4.6","['Physical Science and Engineering', 'Environmental Science and Sustainability']","None"
"Hypothesis-Driven Development","4.6","['Computer Science', 'Design and Product']","None"
"Методы и инструменты системного проектирования","4.5","['Physical Science and Engineering', 'Research Methods']","Intermediate Level"
"Palo Alto Networks Cybersecurity Essentials I","4.7","['Information Technology', 'Security']","Intermediate Level"
"Discrete Mathematics","3.6","['Math and Logic', 'Math and Logic']","Intermediate Level"
"Diseño de Experiencia en Servicios","None","['Business', 'Leadership and Management']","Beginner Level"
"API Design and Fundamentals of Google Cloud's Apigee API Platform","4.7","['Computer Science', 'Design and Product']","Intermediate Level"
"Cryptography I","4.8","['Computer Science', 'Computer Security and Networks']","None"
"Lesson | Small Talk & Conversational Vocabulary","None","['Language Learning', 'Learning English']","None"
"IoT (Internet of Things) Wireless & Cloud Computing Emerging Technologies","4.6","['Information Technology', 'Cloud Computing']","Beginner Level"
"Analysis of Algorithms","4.8","['Computer Science', 'Algorithms']","Advanced Level"
"Speaking to persuade: Motivating audiences with solid arguments and moving language","4.7","['Personal Development', 'Personal Development']","Beginner Level"
"Uso de técnicas estadísticas para el análisis de datos","4.2","['Business', 'Business Strategy']","None"
"Adapt your leadership style","4.9","['Business', 'Leadership and Management']","Beginner Level"
"Publicidad Digital con Google AdWords","4.7","['Business', 'Marketing']","Beginner Level"
"Sustainable Vikings:  Sustainability & Corporate Social Responsibility in Scandinavia","4.8","['Business', 'Leadership and Management']","Beginner Level"
"Healthcare Delivery Providers","4.7","['Business', 'Finance']","None"
"Troubles du spectre de l'autisme : diagnostic","4.9","['Health', 'Patient Care']","Intermediate Level"
"The Changing Landscape of Ancient Rome. Archaeology and History of the Palatine Hill","4.2","['Arts and Humanities', 'History']","Beginner Level"
"El desafío de Innovar en la Educación Superior","4.7","['Social Sciences', 'Education']","None"
"Revolutionary Ideas: Borders, Elections, Constitutions, Prisons","5","['Arts and Humanities', 'Philosophy']","Beginner Level"
"Trade, Immigration and Exchange Rates in a Globalized World","4.7","['Social Sciences', 'Economics']","Beginner Level"
"Estratégicos Empresariales Proyecto Final","4.3","['Business', 'Business Strategy']","None"
"Desarrollo de páginas con Angular","3.8","['Computer Science', 'Mobile and Web Development']","Beginner Level"
"G Suite Security 日本語版","None","['Computer Science', 'Computer Security and Networks']","Beginner Level"
"Generative Design for Industrial Applications","None","['Physical Science and Engineering', 'Mechanical Engineering']","Intermediate Level"
"Intro to TensorFlow 日本語版","3.6","['Data Science', 'Machine Learning']","Intermediate Level"
"Генетика (Genetics)","4.9","['Health', 'Basic Science']","None"
"Теория Лжи. Профайлинг","4.9","['Business', 'Leadership and Management']","Beginner Level"
"Разработка веб-сервисов на Golang, часть 2","4.8","['Computer Science', 'Software Development']","Intermediate Level"
"Software Processes and Agile Practices","4.7","['Computer Science', 'Design and Product']","None"
"In the Studio: Postwar Abstract Painting","4.9","['Arts and Humanities', 'Music and Art']","Beginner Level"
"Major Depression in the Population: A Public Health Approach","4.7","['Health', 'Public Health']","Beginner Level"
"Aprenda a ensinar programação com o Programaê!","4.7","['Computer Science', 'Algorithms']","None"
"Embedded Hardware and Operating Systems","4.2","['Computer Science', 'Software Development']","Intermediate Level"
"Building Interactive 3D Characters and Social VR","4.2","['Computer Science', 'Design and Product']","Intermediate Level"
"Teoria Musical","4.8","['Arts and Humanities', 'Music and Art']","Beginner Level"
"The Science of Stem Cells","4.7","['Health', 'Basic Science']","Intermediate Level"
"Addressing Large Hadron Collider Challenges by Machine Learning","4.5","['Computer Science', 'Algorithms']","Advanced Level"
"Intro to TensorFlow auf Deutsch","None","['Data Science', 'Machine Learning']","Intermediate Level"
"Grammar and Punctuation","4.7","['Language Learning', 'Learning English']","None"
"Ethics, Technology and Engineering ","4.5","['Physical Science and Engineering', 'Research Methods']","Beginner Level"
"Art and Science of Machine Learning em Português Brasileiro","4.6","['Data Science', 'Machine Learning']","Intermediate Level"
"IT Project Management","4.4","['Business', 'Business Strategy']","Beginner Level"
"General Pathophysiology","4.4","['Health', 'Basic Science']","Intermediate Level"
"La alfabetización temprana en contextos rurales","None","['Social Sciences', 'Education']","Beginner Level"
"Parallel programming","4.5","['Computer Science', 'Software Development']","Intermediate Level"
"Unleashing the Impact of your Social Enterprise","4.6","['Business', 'Entrepreneurship']","Beginner Level"
"Science and Technology in the Silla Cultural Heritage","4.6","['Arts and Humanities', 'Music and Art']","Beginner Level"
"Robótica","4.5","['Physical Science and Engineering', 'Mechanical Engineering']","None"
"Build Your Own iOS App","3.2","['Computer Science', 'Mobile and Web Development']","None"
"Building Database Applications in PHP","4.9","['Computer Science', 'Mobile and Web Development']","Intermediate Level"
"C# Programming for Unity Game Development Capstone Project","4.9","['Computer Science', 'Software Development']","Intermediate Level"
"Text Mining and Analytics","4.4","['Data Science', 'Data Analysis']","None"
"Property and Liability: An Introduction to Law and Economics","4.6","['Social Sciences', 'Law']","None"
"Vital Signs: Understanding What the Body Is Telling Us","4.8","['Health', 'Patient Care']","None"
"The Dynamic Earth: A Course for Educators","4.6","['Physical Science and Engineering', 'Environmental Science and Sustainability']","None"
"Essential Cloud Infrastructure: Core Services auf Deutsch","None","['Information Technology', 'Cloud Computing']","Intermediate Level"
"Recommender Systems Capstone","3.8","['Data Science', 'Machine Learning']","None"
"Effectuation : l'entrepreneuriat pour tous","4.7","['Business', 'Entrepreneurship']","Beginner Level"
"Sample-based Learning Methods","4.8","['Data Science', 'Machine Learning']","Intermediate Level"
"Hacking Exercise For Health. The surprising new science of fitness.","4.8","['Health', 'Basic Science']","Beginner Level"
"Essential Cloud Infrastructure: Foundation","4.7","['Information Technology', 'Cloud Computing']","Intermediate Level"
"Creating New BigQuery Datasets and Visualizing Insights 日本語版","None","['Information Technology', 'Data Management']","Beginner Level"
"Processamento Digital de Sinais - Amostragem","4.7","['Computer Science', 'Design and Product']","None"
"Guided Tour of Machine Learning in Finance","3.8","['Data Science', 'Machine Learning']","Intermediate Level"
"Light Emitting Diodes and Semiconductor Lasers","4","['Physical Science and Engineering', 'Electrical Engineering']","Advanced Level"
"Biohacking Your Brain's Health","4.6","['Health', 'Basic Science']","Beginner Level"
"Diálisis peritoneal","5","['Health', 'Patient Care']","None"
"Scalable Machine Learning on Big Data using Apache Spark","4.1","['Data Science', 'Machine Learning']","Intermediate Level"
"Lesson | Telephone Language","None","['Language Learning', 'Learning English']","None"
"Emerging Trends & Technologies in the Virtual K-12 Classroom","4.5","['Social Sciences', 'Education']","None"
"SEL Capstone","4.8","['Social Sciences', 'Education']","Advanced Level"
"Bioinformatics Capstone: Big Data in Biology","4.6","['Health', 'Health Informatics']","Beginner Level"
"Actúa ante el dolor crónico","4.6","['Health', 'Patient Care']","Beginner Level"
"Evaluating User Interfaces","4.7","['Computer Science', 'Design and Product']","None"
"Google Cloud Platform Big Data and Machine Learning Fundamentals 日本語版","4.5","['Data Science', 'Machine Learning']","Intermediate Level"
"FinTech Disruptive Innovation: Implications for Society","4.5","['Business', 'Finance']","Beginner Level"
"Principles of fMRI 1","4.6","['Data Science', 'Data Analysis']","None"
"Prototyping and Design","4.7","['Computer Science', 'Design and Product']","None"
"GIS, Mapping, and Spatial Analysis Capstone","4.9","['Physical Science and Engineering', 'Environmental Science and Sustainability']","Beginner Level"
"Implementing a Patient Safety or Quality Improvement Project (Patient Safety V)","4.6","['Health', 'Healthcare Management']","None"
"Thermodynamique : applications","4.6","['Physical Science and Engineering', 'Physics and Astronomy']","None"
"Python Project: pillow, tesseract, and opencv","4.2","['Computer Science', 'Software Development']","Intermediate Level"
"Активные процессы в современном русском языке","5","['Language Learning', 'Other Languages']","Intermediate Level"
"Building Deep Learning Models with TensorFlow","4.2","['Data Science', 'Machine Learning']","Intermediate Level"
"Exploratory Data Analysis with MATLAB","4.9","['Data Science', 'Data Analysis']","Beginner Level"
"Essentials of Global Health","4.8","['Health', 'Public Health']","None"
"Global Health at the Human-Animal-Ecosystem Interface","4.7","['Health', 'Public Health']","Intermediate Level"
"The Emergence of the Modern Middle East - Part I","4.7","['Arts and Humanities', 'History']","None"
"Business English: Making Presentations","4.8","['Language Learning', 'Learning English']","Intermediate Level"
"Cryptography and Hashing Overview","None","['Computer Science', 'Algorithms']","Beginner Level"
"Foundations of Public Health Practice: The Public Health Toolkit","None","['Health', 'Public Health']","Advanced Level"
"Расстройства аутистического спектра","5","['Health', 'Basic Science']","Beginner Level"
"Маркетинг. Часть 1. Основные категории, принципы и подходы","4.4","['Business', 'Marketing']","Beginner Level"
"Ruby on Rails Web Services and Integration with MongoDB","4.3","['Computer Science', 'Software Development']","None"
"The Factors that Influence the Effectiveness of Boards and the Governance Process","4.6","['Business', 'Leadership and Management']","None"
"3D Printing Software","4.6","['Business', 'Entrepreneurship']","Beginner Level"
"Survey Data Collection and Analytics Project (Capstone)","None","['Health', 'Psychology']","None"
"Introduction to Genomic Technologies","4.5","['Data Science', 'Data Analysis']","None"
"Swift: programar para iOS","4.7","['Computer Science', 'Mobile and Web Development']","None"
"Municipal Solid Waste Management in Developing Countries","4.8","['Physical Science and Engineering', 'Environmental Science and Sustainability']","Intermediate Level"
"Curanderismo: Traditional Healing of the Mind, Energy & Spirit","4.8","['Health', 'Public Health']","Beginner Level"
"Marketing in a Digital World","4.7","['Business', 'Marketing']","Beginner Level"
"Elastic Cloud Infrastructure: Containers and Services em Português Brasileiro","5","['Information Technology', 'Cloud Computing']","Intermediate Level"
"Machine Learning: Regression","4.8","['Data Science', 'Machine Learning']","None"
"Protecting Business Innovations via Patent","4.8","['Business', 'Business Strategy']","Beginner Level"
"Positioning: What you need for a successful Marketing Strategy","4.5","['Business', 'Marketing']","Beginner Level"
"Cracking the Creativity Code: Discovering Ideas","4.3","['Business', 'Entrepreneurship']","None"
"Resolución de problemas por búsqueda","None","['Computer Science', 'Algorithms']","Beginner Level"
"Managing ADHD, Autism, Learning Disabilities, and Concussion in School","4.8","['Health', 'Patient Care']","None"
"Lesson | Organize Your Pitch","None","['Language Learning', 'Learning English']","None"
"Teaching and Assessing Clinical Skills","4.7","['Health', 'Patient Care']","None"
"Medical Cannabis for Pain Control","4.5","['Health', 'Patient Care']","Beginner Level"
"Giving Sense to Your Leadership Experience","4.6","['Business', 'Leadership and Management']","None"
"Практики создания аналитических панелей в среде Microsoft Power BI","4.9","['Business', 'Business Essentials']","Advanced Level"
"Análisis de situaciones de negocio","4.4","['Business', 'Leadership and Management']","Beginner Level"
"Introduction to Game Design","4.7","['Arts and Humanities', 'Music and Art']","Beginner Level"
"Введение в информационный поиск","None","['Information Technology', 'Data Management']","Intermediate Level"
"Modernizing Data Lakes and Data Warehouses with GCP","4.6","['Information Technology', 'Cloud Computing']","Intermediate Level"
"Jazz Improvisation","4.8","['Arts and Humanities', 'Music and Art']","Intermediate Level"
"Маркетинг инновационных продуктов","4.9","['Business', 'Marketing']","Beginner Level"
"Física: Vectores, Trabajo y Energía","4.5","['Physical Science and Engineering', 'Physics and Astronomy']","None"
"Information Visualization: Applied Perception","4.8","['Data Science', 'Data Analysis']","Beginner Level"
"一堂課讓你認識肺癌（Basic Concepts of Lung Cancer: Diagnosis and Treatment）","4.9","['Health', 'Patient Care']","Beginner Level"
"Understanding Violence","4.5","['Social Sciences', 'Governance and Society']","Beginner Level"
"De-Mystifying Mindfulness","4.8","['Personal Development', 'Personal Development']","Beginner Level"
"Relational Database Support for Data Warehouses","4.6","['Data Science', 'Data Analysis']","None"
"Tables, Data & Networking in iOS","4.6","['Computer Science', 'Mobile and Web Development']","Advanced Level"
"Exploiting and Securing Vulnerabilities in Java Applications","4.4","['Computer Science', 'Computer Security and Networks']","Intermediate Level"
"Строим роботов и другие устройства на Arduino. От светофора до 3D-принтера","4.9","['Physical Science and Engineering', 'Electrical Engineering']","None"
"Exploring Beethoven's Piano Sonatas Part 5","4.9","['Arts and Humanities', 'History']","Intermediate Level"
"Java Programming: Principles of Software Design","4.6","['Computer Science', 'Software Development']","Beginner Level"
"Alle origini della civiltà  mediterranea: archeologia  della città dal Levante  all’Occidente - III-I millennio a.C.","4.9","['Arts and Humanities', 'History']","Beginner Level"
"Søren Kierkegaard - Subjectivity, Irony and the Crisis of Modernity","4.8","['Arts and Humanities', 'Philosophy']","None"
"Soul Beliefs: Causes and Consequences - Unit 1: Historical Foundations","4.5","['Social Sciences', 'Governance and Society']","None"
"Administración de sistemas y servicios de infraestructura de TI","4.9","['Information Technology', 'Support and Operations']","Beginner Level"
"Social Science Approaches to the Study of Chinese Society Part 1","4.5","['Social Sciences', 'Education']","Beginner Level"
"Teach English Now! Technology Enriched Teaching","4.9","['Language Learning', 'Learning English']","Beginner Level"
"Autodesk Certified Professional: Revit for Architectural Design Exam Prep","None","['Physical Science and Engineering', 'Mechanical Engineering']","Advanced Level"
"Cities are back in town : sociologie urbaine pour un monde globalisé","4.4","['Social Sciences', 'Governance and Society']","Beginner Level"
"Competitive Strategy and Organization Design Project","4.1","['Business', 'Business Strategy']","None"
"Strategic Planning and Execution","4.7","['Business', 'Business Strategy']","None"
"Epidemics, Pandemics and Outbreaks","4.6","['Social Sciences', 'Governance and Society']","None"
"Write Professional Emails in English","4.7","['Language Learning', 'Learning English']","None"
"Разработка корпоративных систем. Часть 1. Модели жизненного цикла","4.1","['Computer Science', 'Software Development']","None"
"La verde y sus verdades","4.6","['Social Sciences', 'Governance and Society']","None"
"The Finite Element Method for Problems in Physics","4.6","['Physical Science and Engineering', 'Mechanical Engineering']","Intermediate Level"
"Правовое обеспечение бизнеса в России","3.9","['Business', 'Business Essentials']","None"
"Introducción a la Contabilidad Financiera","4.9","['Business', 'Finance']","Beginner Level"
"America's Unwritten Constitution","4.8","['Social Sciences', 'Law']","None"
"Methods for Solving Problems","None","['Computer Science', 'Algorithms']","Beginner Level"
"Mécanique quantique","4.8","['Physical Science and Engineering', 'Physics and Astronomy']","Intermediate Level"
"Managing Your Money: MBA Insights for Undergraduates","4.4","['Business', 'Finance']","None"
"Capstone: Photo Tourist Web Application","4.8","['Computer Science', 'Mobile and Web Development']","None"
"La gestión en la empresa familiar","4.8","['Business', 'Leadership and Management']","Beginner Level"
"Reducing Gun Violence in America: Evidence for Change","4.7","['Health', 'Public Health']","Beginner Level"
"Strategic Innovation: Managing Innovation Initiatives","4.8","['Business', 'Marketing']","Intermediate Level"
"Sistemas agrosilvopastoriles: una alternativa climáticamente inteligente para la ganadería","4.8","['Physical Science and Engineering', 'Environmental Science and Sustainability']","Beginner Level"
"Making Successful Decisions through the Strategy, Law & Ethics Model","4.8","['Business', 'Business Essentials']","Beginner Level"
"HI-FIVE: Health Informatics For Innovation, Value & Enrichment (Administrative/IT Perspective)","4.7","['Health', 'Healthcare Management']","Beginner Level"
"Easing Physical Symptoms: It's Not Just Hospice Anymore","4.9","['Health', 'Patient Care']","Beginner Level"
"How to Change the World","4.7","['Arts and Humanities', 'Philosophy']","Beginner Level"
"Java程序设计","4.7","['Computer Science', 'Software Development']","Intermediate Level"
"Violence Against Healthcare","4.7","['Social Sciences', 'Governance and Society']","Beginner Level"
"Effective Sales – An Overview","4.5","['Business', 'Business Strategy']","Intermediate Level"
"Introduction to Architecting Smart IoT Devices","3.9","['Computer Science', 'Computer Security and Networks']","Beginner Level"
"Web Design: Strategy and Information Architecture","4.8","['Arts and Humanities', 'Music and Art']","Intermediate Level"
"Computational Thinking for Problem Solving","4.8","['Computer Science', 'Algorithms']","Beginner Level"
"Project Launch","4.7","['Business', 'Leadership and Management']","Beginner Level"
"Mécanique Lagrangienne","4.5","['Physical Science and Engineering', 'Mechanical Engineering']","None"
"Introduction to Logic","4.5","['Math and Logic', 'Math and Logic']","Intermediate Level"
"Functional Programming Principles in Scala","4.8","['Computer Science', 'Software Development']","Intermediate Level"
"Квантовые вычисления (Quantum computing)","4.8","['Computer Science', 'Algorithms']","None"
"فهم صنع السياسات الاقتصادية","None","['Social Sciences', 'Governance and Society']","None"
"Silicon Thin Film Solar Cells","None","['Physical Science and Engineering', 'Electrical Engineering']","Advanced Level"
"Построение выводов по данным","4.7","['Data Science', 'Data Analysis']","Advanced Level"
"Advanced Competitive Strategy","4.7","['Business', 'Business Strategy']","None"
"Teamwork Skills: Communicating Effectively in Groups","4.8","['Business', 'Leadership and Management']","Beginner Level"
"Creating a Portfolio","4.5","['Business', 'Finance']","Beginner Level"
"FinTech Foundations and Overview","4.6","['Business', 'Finance']","Beginner Level"
"Modern Robotics, Course 3:  Robot Dynamics","4.8","['Physical Science and Engineering', 'Mechanical Engineering']","Intermediate Level"
"Как читать фотографию","4.8","['Social Sciences', 'Education']","Intermediate Level"
"Sexualidad...mucho más que sexo","4.8","['Health', 'Psychology']","Beginner Level"
"Физическая химия","4.7","['Physical Science and Engineering', 'Chemistry']","Intermediate Level"
"VLSI CAD Part II: Layout","4.8","['Computer Science', 'Algorithms']","Intermediate Level"
"Introducción al análisis de Costos para la Dirección de Empresas","None","['Math and Logic', 'Math and Logic']","Beginner Level"
"Social and Economic Networks:  Models and Analysis","4.8","['Social Sciences', 'Economics']","Advanced Level"
"New Technologies for Business Leaders","4.2","['Business', 'Marketing']","Intermediate Level"
"Natural Attenuation of Groundwater Contaminants: New Paradigms, Technologies, and Applications","4.8","['Physical Science and Engineering', 'Environmental Science and Sustainability']","Advanced Level"
"Big Data - Capstone Project","4.4","['Data Science', 'Data Analysis']","None"
"Financial Markets","4.8","['Business', 'Finance']","Beginner Level"
"Mécanique : Solide Indéformable","4.8","['Physical Science and Engineering', 'Physics and Astronomy']","None"
"Architecting with Google Kubernetes Engine: Production em Português Brasileiro","None","['Computer Science', 'Software Development']","Intermediate Level"
"Fundamentals of Network Communication","4.6","['Computer Science', 'Computer Security and Networks']","Intermediate Level"
"Data Collection: Online, Telephone and Face-to-face","4.5","['Health', 'Psychology']","Beginner Level"
"On Premises Capacity Upgrade and Monitoring with Google Cloud's Apigee API Platform","4.7","['Computer Science', 'Software Development']","Intermediate Level"
"Tricky English Grammar","4.8","['Language Learning', 'Learning English']","None"
"Responsive Website Tutorial and Examples","4.3","['Computer Science', 'Mobile and Web Development']","None"
"Geometric Algorithms","4.2","['Computer Science', 'Algorithms']","Intermediate Level"
"Seguridad informática: defensa contra las artes oscuras digitales","4.9","['Information Technology', 'Security']","Beginner Level"
"Математическая логика. Политехнический взгляд","None","['Computer Science', 'Software Development']","Beginner Level"
"Sharpened Visions: A Poetry Workshop","4.7","['Arts and Humanities', 'Music and Art']","Beginner Level"
"Autodesk Certified Professional: Civil 3D for Infrastructure Design Exam Prep","4.9","['Physical Science and Engineering', 'Mechanical Engineering']","Advanced Level"
"Time to Reorganize! Understand Organizations, Act, and Build a Meaningful World.","4.3","['Social Sciences', 'Governance and Society']","None"
"New Approaches to Countering Terror: Countering Violent Extremism","None","['Social Sciences', 'Governance and Society']","Beginner Level"
"Getting Started with AWS Machine Learning","4.3","['Data Science', 'Machine Learning']","Intermediate Level"
"The Basics of Trauma Surgery","None","['Health', 'Patient Care']","Intermediate Level"
"Advanced App Development in Android Capstone","None","['Computer Science', 'Software Development']","Intermediate Level"
"Тренды и классификации","4.6","['Data Science', 'Data Analysis']","Intermediate Level"
"Autoliderazgo y gestión de emociones para avanzar en desafíos complejos","4.8","['Personal Development', 'Personal Development']","Intermediate Level"
"Taxation of Business Entities II: Pass-Through Entities","4.7","['Business', 'Business Essentials']","Intermediate Level"
"الخطابة الإقناعية: تحفيز الجماهير بالحجج المُقنِعة واللغة المؤثِّرة","4.4","['Personal Development', 'Personal Development']","Beginner Level"
"Customer Value in Pricing Strategy","4.8","['Business', 'Marketing']","Beginner Level"
"The Kennedy Half Century","4.6","['Arts and Humanities', 'History']","Beginner Level"
"Oceanography: a key to better understand our world","4.5","['Physical Science and Engineering', 'Environmental Science and Sustainability']","None"
"Managing the Company of the Future","4.8","['Business', 'Leadership and Management']","None"
"Service-Oriented Architecture","4.5","['Computer Science', 'Software Development']","Intermediate Level"
